party_identifier,event_count,rera_complaint_count,mutation_rejection_count,cpgrams_escalation_count,cersai_flag_count,avg_days_between_events,multi_portal_escalation_score,events_last_30_days,events_last_60_days,state,district,predicted_dispute_type,label
PID-21160,2,0,2,0,0,40.0,0.2,1,2,Uttar Pradesh,Noida,rent_tenancy,0
PID-36417,2,1,0,0,1,85.0,0.4,1,1,Delhi,South Delhi,property_boundary,0
PID-88526,1,1,0,0,0,999,0.2,1,1,Madhya Pradesh,Indore,property_boundary,0
PID-82608,4,0,0,0,0,10.3,0.6,1,4,Delhi,North Delhi,family_inheritance,1
PID-98677,3,0,1,0,1,52.5,0.4,1,1,Madhya Pradesh,Jabalpur,property_ownership,0
PID-39072,8,1,1,0,0,14.9,1.0,1,3,Maharashtra,Nashik,property_ownership,1
PID-62930,2,0,1,0,0,78.0,0.4,1,1,Rajasthan,Kota,rent_tenancy,0
PID-23666,2,0,0,1,0,68.0,0.2,1,1,Bihar,Darbhanga,consumer,0
PID-43499,2,0,0,0,0,90.0,0.4,1,1,Karnataka,Belagavi,money_loan,0
PID-30326,2,0,0,0,1,57.0,0.4,1,1,Bihar,Muzaffarpur,family_inheritance,0
PID-70222,4,1,0,0,2,18.0,0.6,2,3,Madhya Pradesh,Ujjain,property_boundary,1
PID-90025,2,2,0,0,0,66.0,0.2,1,1,Uttar Pradesh,Varanasi,rent_tenancy,0
PID-38142,3,0,0,0,1,37.5,0.2,1,2,Haryana,Ambala,rent_tenancy,0
PID-76554,2,0,1,0,0,63.0,0.4,1,1,Madhya Pradesh,Jabalpur,property_boundary,0
PID-19435,5,0,0,0,0,13.5,0.8,2,4,West Bengal,Kolkata,other_civil,1
PID-50895,1,0,0,0,0,999,0.2,1,1,Delhi,Central Delhi,money_loan,0
PID-88675,8,0,1,0,3,15.1,0.8,3,4,Punjab,Amritsar,rent_tenancy,1
PID-39511,3,2,0,1,0,53.0,0.4,1,1,West Bengal,Howrah,property_ownership,0
PID-86111,2,2,0,0,0,37.0,0.2,1,2,Andhra Pradesh,Tirupati,property_ownership,0
PID-87174,2,0,0,0,0,59.0,0.2,1,1,Kerala,Thrissur,contract_breach,0
PID-63613,3,0,0,0,1,63.0,0.6,1,1,Uttar Pradesh,Noida,property_boundary,0
PID-89043,2,1,0,0,1,32.0,0.4,1,2,Andhra Pradesh,Vijayawada,rent_tenancy,0
PID-72154,1,0,0,0,0,999,0.2,1,1,Madhya Pradesh,Bhopal,other_civil,0
PID-13920,2,0,0,1,0,86.0,0.4,1,1,Madhya Pradesh,Bhopal,neighbourhood,0
PID-82311,2,1,0,0,0,79.0,0.4,1,1,Delhi,South Delhi,rent_tenancy,0
PID-92854,2,1,0,1,0,33.0,0.4,1,2,West Bengal,Siliguri,rent_tenancy,0
PID-50233,5,1,0,1,0,18.2,0.8,2,4,Madhya Pradesh,Gwalior,rent_tenancy,1
PID-75286,1,0,0,0,0,999,0.2,1,1,Madhya Pradesh,Gwalior,contract_breach,0
PID-56578,2,1,0,0,0,64.0,0.4,1,1,Maharashtra,Pune,rent_tenancy,0
PID-98494,1,0,0,0,0,999,0.2,1,1,West Bengal,Kolkata,money_loan,0
PID-20275,2,1,0,1,0,84.0,0.4,1,1,West Bengal,Durgapur,property_ownership,0
PID-44494,2,1,0,0,1,64.0,0.4,1,1,Delhi,Central Delhi,property_ownership,0
PID-37742,7,0,0,3,0,14.7,0.8,2,3,Delhi,Central Delhi,consumer,1
PID-54125,2,0,0,0,1,87.0,0.2,1,1,Bihar,Bhagalpur,neighbourhood,0
PID-11368,4,1,0,0,2,13.7,0.8,1,3,Punjab,Ludhiana,property_ownership,1
PID-61859,1,0,0,0,0,999,0.2,1,1,Uttar Pradesh,Kanpur,money_loan,0
PID-86176,6,2,0,0,0,8.0,0.8,3,6,Uttar Pradesh,Varanasi,property_ownership,1
PID-83144,1,1,0,0,0,999,0.2,1,1,Rajasthan,Ajmer,rent_tenancy,0
PID-87962,6,2,1,2,0,15.4,0.8,1,2,Maharashtra,Thane,property_boundary,1
PID-51011,3,1,1,0,1,58.0,0.6,1,2,Rajasthan,Ajmer,property_boundary,0
PID-82053,7,3,1,0,0,15.5,0.8,1,3,Telangana,Karimnagar,property_boundary,1
PID-61214,4,0,0,1,0,13.3,0.6,2,3,Telangana,Nizamabad,other_civil,1
PID-97386,2,0,0,0,0,60.0,0.4,1,1,Rajasthan,Udaipur,family_inheritance,0
PID-20661,2,1,1,0,0,86.0,0.4,1,1,Rajasthan,Udaipur,property_ownership,0
PID-46309,2,1,0,1,0,33.0,0.4,1,2,Andhra Pradesh,Nellore,rent_tenancy,0
PID-86156,7,1,1,1,1,11.3,0.8,1,4,Andhra Pradesh,Vijayawada,rent_tenancy,1
PID-84973,1,1,0,0,0,999,0.2,1,1,Gujarat,Rajkot,property_boundary,0
PID-37042,3,0,0,0,0,61.0,0.6,1,1,Rajasthan,Jodhpur,consumer,0
PID-45333,1,0,0,0,0,999,0.2,1,1,Bihar,Muzaffarpur,contract_breach,0
PID-80041,4,1,2,0,0,13.0,0.6,1,3,Haryana,Faridabad,rent_tenancy,1
PID-82168,4,1,0,0,0,19.7,0.6,1,3,Haryana,Gurugram,property_ownership,1
PID-17259,3,0,0,1,0,76.0,0.6,1,1,West Bengal,Kolkata,neighbourhood,0
PID-55145,8,0,2,1,1,16.0,0.8,1,3,Andhra Pradesh,Visakhapatnam,rent_tenancy,1
PID-63174,4,0,2,0,1,16.3,0.6,1,3,Andhra Pradesh,Nellore,property_boundary,1
PID-93482,2,1,0,0,0,68.0,0.4,1,1,Gujarat,Surat,property_boundary,0
PID-14440,5,0,1,1,0,14.2,0.4,1,3,Bihar,Bhagalpur,property_boundary,1
PID-30232,2,0,0,0,1,87.0,0.4,1,1,Uttar Pradesh,Kanpur,rent_tenancy,0
PID-25821,4,2,1,0,0,13.7,0.6,1,4,Tamil Nadu,Chennai,property_ownership,1
PID-32027,6,1,1,0,2,13.8,1.0,2,4,West Bengal,Durgapur,rent_tenancy,1
PID-46472,3,1,0,0,0,52.5,0.6,1,2,Bihar,Patna,property_boundary,0
PID-35119,2,1,0,0,0,51.0,0.4,1,1,Telangana,Khammam,rent_tenancy,0
PID-34744,3,0,0,0,0,9.0,0.4,3,3,Haryana,Ambala,consumer,1
PID-90113,3,0,1,0,0,56.5,0.6,1,2,Punjab,Ludhiana,rent_tenancy,0
PID-54070,1,0,0,0,0,999,0.2,1,1,Punjab,Jalandhar,employment,0
PID-26872,1,1,0,0,0,999,0.2,1,1,Delhi,Central Delhi,property_boundary,0
PID-83892,3,1,1,0,0,61.5,0.4,1,2,Gujarat,Rajkot,property_ownership,0
PID-43636,2,0,0,0,0,81.0,0.2,1,1,Tamil Nadu,Madurai,consumer,0
PID-47417,1,1,0,0,0,999,0.2,1,1,Andhra Pradesh,Nellore,rent_tenancy,0
PID-76479,2,0,0,0,1,60.0,0.4,1,1,Rajasthan,Jaipur,neighbourhood,0
PID-37339,6,0,0,1,2,12.2,0.8,1,5,Karnataka,Hubli-Dharwad,consumer,1
PID-91973,6,1,0,2,1,17.0,0.8,1,3,Telangana,Karimnagar,property_boundary,1
PID-99945,2,0,0,1,0,85.0,0.2,1,1,Karnataka,Hubli-Dharwad,neighbourhood,0
PID-77796,1,0,0,0,0,999,0.2,1,1,Tamil Nadu,Madurai,employment,0
PID-89194,7,2,0,0,0,18.5,0.8,2,4,Karnataka,Bengaluru Urban,rent_tenancy,1
PID-10773,1,0,1,0,0,999,0.2,1,1,Delhi,West Delhi,property_boundary,0
PID-72497,6,1,1,0,1,14.6,1.0,2,5,Delhi,East Delhi,property_boundary,1
PID-90676,7,1,1,0,1,14.8,0.8,1,3,Andhra Pradesh,Vijayawada,property_boundary,1
PID-96701,3,1,0,0,0,63.5,0.6,1,1,Rajasthan,Udaipur,property_boundary,0
PID-25847,1,1,0,0,0,999,0.2,1,1,Gujarat,Vadodara,rent_tenancy,0
PID-39445,4,1,0,1,0,22.3,0.6,1,2,Gujarat,Ahmedabad,rent_tenancy,1
PID-44970,4,0,1,0,1,8.3,0.6,1,4,Haryana,Faridabad,property_boundary,1
PID-98157,8,2,0,1,2,20.1,1.0,2,4,Karnataka,Bengaluru Urban,property_ownership,1
PID-13218,2,0,0,0,1,43.0,0.2,1,2,Telangana,Hyderabad,employment,0
PID-81774,1,0,0,0,0,999,0.2,1,1,Tamil Nadu,Tiruchirappalli,employment,0
PID-62250,5,1,2,0,0,18.0,0.8,2,4,Maharashtra,Nashik,rent_tenancy,1
PID-32232,7,1,0,0,1,14.7,1.0,1,3,Gujarat,Gandhinagar,property_boundary,1
PID-56434,3,0,0,0,1,64.0,0.4,1,2,Maharashtra,Thane,family_inheritance,0
PID-70016,7,2,1,0,2,20.5,0.8,2,4,Maharashtra,Thane,rent_tenancy,1
PID-22554,6,2,0,1,0,15.6,0.8,2,5,Karnataka,Bengaluru Urban,property_boundary,1
PID-47159,2,1,0,0,0,56.0,0.4,1,1,Gujarat,Ahmedabad,property_boundary,0
PID-14327,4,1,0,1,1,11.3,0.6,3,4,Haryana,Panipat,property_boundary,1
PID-85754,3,1,0,0,0,83.5,0.6,1,1,West Bengal,Siliguri,property_boundary,0
PID-78644,3,1,0,1,0,33.5,0.6,1,2,Bihar,Patna,property_boundary,0
PID-91852,7,2,0,0,0,12.0,1.0,1,3,Telangana,Karimnagar,property_ownership,1
PID-79272,3,0,0,0,2,58.0,0.6,1,1,Delhi,West Delhi,property_ownership,0
PID-62673,3,1,1,0,0,10.5,0.6,1,3,West Bengal,Howrah,property_ownership,1
PID-98999,4,0,2,0,0,21.3,0.4,1,3,Andhra Pradesh,Vijayawada,property_ownership,1
PID-98142,6,2,0,1,0,17.4,0.8,1,3,Haryana,Panipat,rent_tenancy,1
PID-67243,2,1,0,1,0,62.0,0.4,1,1,Telangana,Nizamabad,property_ownership,0
PID-19660,3,0,2,0,0,51.5,0.6,1,1,Delhi,East Delhi,property_ownership,0
PID-76279,3,1,0,0,0,56.5,0.6,1,2,Haryana,Panipat,property_boundary,0
PID-52516,2,1,0,0,0,39.0,0.4,1,2,Madhya Pradesh,Ujjain,property_boundary,0
PID-33032,3,1,0,0,0,8.5,0.6,1,3,Karnataka,Mangaluru,property_ownership,1
PID-17148,1,0,0,0,0,999,0.2,1,1,Haryana,Karnal,rent_tenancy,0
PID-78585,3,0,0,1,0,59.5,0.6,1,1,Kerala,Kannur,other_civil,0
PID-60140,3,2,0,0,0,62.0,0.4,1,1,West Bengal,Durgapur,property_boundary,0
PID-91248,3,1,0,1,1,67.0,0.4,1,1,Haryana,Karnal,rent_tenancy,0
PID-92362,2,0,0,0,0,84.0,0.2,1,1,Rajasthan,Kota,property_boundary,0
PID-29142,4,2,0,1,0,13.3,0.6,3,4,Haryana,Panipat,property_boundary,1
PID-11698,2,0,0,0,0,37.0,0.4,1,1,Delhi,East Delhi,other_civil,0
PID-67529,4,2,1,0,0,9.3,0.6,1,4,Uttar Pradesh,Varanasi,rent_tenancy,1
PID-81068,7,0,2,1,0,13.3,0.6,3,5,Bihar,Patna,property_ownership,1
PID-79349,7,4,0,0,0,13.8,0.8,1,3,Delhi,Central Delhi,rent_tenancy,1
PID-69364,6,3,0,0,1,10.4,0.8,2,4,Andhra Pradesh,Vijayawada,property_boundary,1
PID-56385,3,1,0,0,0,64.0,0.6,1,1,Punjab,Patiala,property_ownership,0
PID-43472,1,1,0,0,0,999,0.2,1,1,Bihar,Gaya,rent_tenancy,0
PID-32919,3,0,1,1,1,57.5,0.4,1,1,Maharashtra,Nashik,property_ownership,0
PID-79914,7,1,1,0,0,12.3,1.0,1,3,Haryana,Panipat,property_boundary,1
PID-18378,3,3,0,0,0,16.5,0.2,1,2,Telangana,Khammam,property_boundary,1
PID-62348,3,1,1,0,0,50.0,0.6,1,2,Andhra Pradesh,Guntur,property_boundary,0
PID-70786,2,1,1,0,0,77.0,0.4,1,1,Maharashtra,Nashik,rent_tenancy,0
PID-36543,2,1,0,0,0,35.0,0.4,1,2,Haryana,Faridabad,property_boundary,0
PID-75528,1,0,0,0,0,999,0.2,1,1,Gujarat,Vadodara,family_inheritance,0
PID-61316,4,2,0,0,1,15.3,0.6,2,3,Kerala,Thrissur,property_ownership,1
PID-60329,1,0,0,0,1,999,0.2,1,1,Maharashtra,Nagpur,employment,0
PID-41774,1,0,0,0,0,999,0.2,1,1,Maharashtra,Nagpur,consumer,0
PID-80837,1,0,0,0,0,999,0.2,1,1,Bihar,Muzaffarpur,money_loan,0
PID-13525,3,1,0,0,0,54.0,0.4,1,1,Gujarat,Rajkot,property_boundary,0
PID-93258,2,1,0,0,0,44.0,0.4,1,1,Maharashtra,Nagpur,property_ownership,0
PID-89850,2,0,0,1,0,66.0,0.4,1,1,Tamil Nadu,Tiruchirappalli,other_civil,0
PID-36517,1,0,0,0,0,999,0.2,1,1,Bihar,Bhagalpur,other_civil,0
PID-53793,3,2,0,0,0,60.5,0.4,1,1,Delhi,East Delhi,rent_tenancy,0
PID-89725,3,0,1,0,0,70.0,0.4,1,1,West Bengal,Kolkata,property_boundary,0
PID-32522,3,0,0,0,0,66.5,0.4,1,1,Haryana,Gurugram,family_inheritance,0
PID-31713,3,2,0,0,0,77.5,0.4,1,1,Andhra Pradesh,Nellore,property_ownership,0
PID-70210,3,1,1,0,0,18.0,0.4,1,3,Delhi,North Delhi,property_ownership,1
PID-50518,2,0,0,0,0,39.0,0.4,1,2,Uttar Pradesh,Agra,other_civil,0
PID-62184,6,0,1,1,1,10.2,0.8,3,4,Punjab,Amritsar,property_ownership,1
PID-43579,3,1,0,1,0,73.0,0.6,1,1,Bihar,Patna,property_boundary,0
PID-73706,2,0,0,0,1,82.0,0.4,1,1,Gujarat,Rajkot,consumer,0
PID-37506,5,0,2,0,0,9.5,0.6,3,5,Karnataka,Bengaluru Urban,property_boundary,1
PID-69004,3,0,1,2,0,4.0,0.2,1,3,Madhya Pradesh,Indore,property_boundary,1
PID-31564,2,0,0,0,0,68.0,0.4,1,1,Rajasthan,Jaipur,contract_breach,0
PID-58600,4,1,0,0,0,15.0,0.6,2,4,Kerala,Kozhikode,property_ownership,1
PID-88835,5,1,1,0,1,22.2,0.6,1,2,Kerala,Kochi,property_ownership,1
PID-66202,5,0,1,0,1,13.8,0.6,2,4,Kerala,Kochi,property_boundary,1
PID-99808,1,0,1,0,0,999,0.2,1,1,Maharashtra,Pune,property_boundary,0
PID-24751,6,2,0,0,1,14.6,0.6,2,5,Haryana,Panipat,rent_tenancy,1
PID-24082,3,1,0,0,0,13.0,0.6,1,3,Andhra Pradesh,Nellore,property_ownership,1
PID-88114,3,1,0,0,0,66.5,0.6,1,1,West Bengal,Siliguri,property_boundary,0
PID-52642,8,1,0,0,1,13.1,1.0,1,3,Telangana,Hyderabad,rent_tenancy,1
PID-17912,3,0,1,0,0,78.0,0.4,1,1,Tamil Nadu,Madurai,property_ownership,0
PID-21246,1,0,0,0,0,999,0.2,1,1,Rajasthan,Kota,property_boundary,0
PID-85324,2,0,0,0,0,61.0,0.4,1,1,Delhi,Central Delhi,rent_tenancy,0
PID-80528,3,1,0,0,0,48.5,0.6,1,1,Karnataka,Mysuru,property_ownership,0
PID-18874,6,0,0,1,1,16.0,0.6,1,3,Maharashtra,Nashik,other_civil,1
PID-49082,5,1,0,1,0,14.2,0.8,1,3,Rajasthan,Jaipur,property_ownership,1
PID-89482,8,3,0,1,1,15.0,0.8,2,3,Punjab,Chandigarh,property_ownership,1
PID-42165,2,1,0,0,0,53.0,0.4,1,1,Delhi,West Delhi,property_ownership,0
PID-38036,4,2,0,1,0,23.3,0.4,2,3,Maharashtra,Thane,rent_tenancy,1
PID-56593,4,0,0,1,0,17.0,0.6,1,4,Haryana,Gurugram,neighbourhood,1
PID-67551,3,0,0,1,0,54.5,0.6,1,1,West Bengal,Durgapur,consumer,0
PID-79592,2,0,1,0,0,66.0,0.4,1,1,Haryana,Gurugram,rent_tenancy,0
PID-42192,6,0,0,1,0,13.8,0.8,2,4,Karnataka,Mangaluru,other_civil,1
PID-13555,3,0,1,0,0,78.5,0.6,1,1,Andhra Pradesh,Vijayawada,rent_tenancy,0
PID-28411,3,0,0,0,1,15.0,0.4,2,3,Madhya Pradesh,Bhopal,employment,1
PID-70140,4,2,0,0,0,14.0,0.4,1,4,Tamil Nadu,Salem,property_boundary,1
PID-59440,3,2,0,1,0,13.5,0.4,2,3,West Bengal,Kolkata,property_ownership,1
PID-65870,3,1,0,0,1,33.0,0.6,1,2,Madhya Pradesh,Indore,property_boundary,0
PID-90150,2,0,0,0,0,84.0,0.4,1,1,Haryana,Ambala,property_ownership,0
PID-54041,3,0,0,0,0,55.0,0.6,1,2,Punjab,Amritsar,consumer,0
PID-50869,1,0,0,1,0,999,0.2,1,1,Telangana,Hyderabad,neighbourhood,0
PID-51802,7,0,3,0,2,17.5,0.8,2,3,Punjab,Amritsar,rent_tenancy,1
PID-34596,2,0,0,1,0,58.0,0.2,1,1,Uttar Pradesh,Varanasi,other_civil,0
PID-83887,2,0,0,0,1,84.0,0.4,1,1,West Bengal,Howrah,family_inheritance,0
PID-72202,1,0,1,0,0,999,0.2,1,1,West Bengal,Howrah,rent_tenancy,0
PID-88852,6,2,1,0,0,11.4,0.8,2,5,Bihar,Patna,rent_tenancy,1
PID-93427,1,0,0,0,1,999,0.2,1,1,Gujarat,Ahmedabad,consumer,0
PID-66847,8,2,0,0,1,14.3,1.0,2,4,Tamil Nadu,Tiruchirappalli,property_ownership,1
PID-99674,3,1,0,0,1,40.0,0.6,1,2,Kerala,Thrissur,property_ownership,0
PID-17443,6,2,1,0,1,21.2,1.0,1,3,Haryana,Faridabad,property_boundary,1
PID-50042,8,1,0,1,1,14.9,1.0,2,3,Rajasthan,Udaipur,rent_tenancy,1
PID-56693,6,1,1,0,0,14.8,1.0,2,4,Haryana,Gurugram,property_ownership,1
PID-71764,3,1,0,1,0,54.0,0.6,1,2,Maharashtra,Pune,property_ownership,0
PID-59793,3,0,0,2,0,55.5,0.4,1,2,Rajasthan,Jaipur,neighbourhood,0
PID-11617,5,2,0,0,1,15.8,0.6,3,4,Haryana,Ambala,property_boundary,1
PID-26297,1,0,1,0,0,999,0.2,1,1,Tamil Nadu,Salem,property_boundary,0
PID-33210,2,0,0,1,0,70.0,0.4,1,1,Andhra Pradesh,Tirupati,other_civil,0
PID-14376,2,1,0,0,0,60.0,0.4,1,1,Maharashtra,Nashik,property_ownership,0
PID-50755,2,0,0,0,0,39.0,0.4,1,1,Punjab,Ludhiana,neighbourhood,0
PID-26509,2,1,0,0,0,58.0,0.4,1,1,Telangana,Warangal,property_boundary,0
PID-82284,5,1,0,0,0,11.2,0.6,1,4,Punjab,Jalandhar,property_boundary,1
PID-18127,8,2,0,2,1,16.3,1.0,2,4,West Bengal,Siliguri,property_boundary,1
PID-14073,6,0,2,0,1,10.0,0.6,2,6,Haryana,Faridabad,property_boundary,1
PID-85481,5,1,0,2,0,18.2,0.6,2,4,Andhra Pradesh,Visakhapatnam,property_ownership,1
PID-30641,6,0,0,3,1,17.0,0.6,1,3,Telangana,Karimnagar,consumer,1
PID-96527,1,1,0,0,0,999,0.2,1,1,Andhra Pradesh,Visakhapatnam,property_boundary,0
PID-57742,2,1,0,1,0,37.0,0.4,1,2,Maharashtra,Pune,rent_tenancy,0
PID-67788,2,2,0,0,0,49.0,0.2,1,1,Uttar Pradesh,Kanpur,rent_tenancy,0
PID-23016,1,0,0,1,0,999,0.2,1,1,Uttar Pradesh,Lucknow,consumer,0
PID-69260,7,1,0,1,1,16.7,1.0,1,3,Punjab,Patiala,rent_tenancy,1
PID-33265,3,0,0,0,0,58.5,0.4,1,1,Punjab,Jalandhar,property_ownership,0
PID-31351,1,0,0,0,1,999,0.2,1,1,Punjab,Patiala,contract_breach,0
PID-85032,1,1,0,0,0,999,0.2,1,1,Delhi,East Delhi,property_ownership,0
PID-18022,3,1,0,1,0,17.0,0.6,2,3,West Bengal,Asansol,rent_tenancy,1
PID-29705,8,1,0,1,0,13.3,1.0,1,3,Rajasthan,Ajmer,property_boundary,1
PID-83448,4,1,0,0,0,9.0,0.8,1,4,Gujarat,Gandhinagar,property_boundary,1
PID-61946,1,1,0,0,0,999,0.2,1,1,Maharashtra,Mumbai,property_ownership,0
PID-13385,3,1,0,1,0,68.5,0.6,1,1,Karnataka,Hubli-Dharwad,property_ownership,0
PID-99167,2,1,1,0,0,66.0,0.4,1,1,Maharashtra,Thane,rent_tenancy,0
PID-91145,1,0,1,0,0,999,0.2,1,1,Telangana,Warangal,property_boundary,0
PID-52636,4,2,0,1,0,12.7,0.6,1,3,Karnataka,Belagavi,property_boundary,1
PID-50544,3,3,0,0,0,32.5,0.2,1,2,Rajasthan,Udaipur,property_ownership,0
PID-30380,1,0,0,1,0,999,0.2,1,1,Andhra Pradesh,Guntur,other_civil,0
PID-46170,6,2,1,0,0,13.6,0.8,2,4,Tamil Nadu,Salem,property_ownership,1
PID-71435,6,0,0,0,0,15.8,0.6,1,2,Bihar,Muzaffarpur,property_ownership,1
PID-76518,3,1,0,0,0,5.5,0.4,3,3,Punjab,Patiala,rent_tenancy,1
PID-64966,1,1,0,0,0,999,0.2,1,1,Delhi,West Delhi,property_boundary,0
PID-22857,2,0,1,0,0,60.0,0.4,1,1,West Bengal,Asansol,property_boundary,0
PID-10015,1,0,0,0,1,999,0.2,1,1,Bihar,Patna,consumer,0
PID-79008,3,0,1,1,1,54.5,0.4,1,2,Telangana,Hyderabad,rent_tenancy,0
PID-19592,1,0,0,0,0,999,0.2,1,1,Uttar Pradesh,Varanasi,family_inheritance,0
PID-52558,6,2,1,0,0,12.0,0.8,1,3,Madhya Pradesh,Bhopal,rent_tenancy,1
PID-39907,5,1,1,1,1,16.8,0.6,1,2,Telangana,Hyderabad,property_ownership,1
PID-60465,5,0,0,0,1,15.2,0.4,1,3,Tamil Nadu,Coimbatore,money_loan,1
PID-90551,5,1,1,1,0,15.2,0.6,2,4,Punjab,Amritsar,property_ownership,1
PID-67532,1,0,0,0,0,999,0.2,1,1,Haryana,Faridabad,property_ownership,0
PID-13047,3,0,2,1,0,57.5,0.6,1,1,Haryana,Panipat,rent_tenancy,0
PID-56052,5,1,0,0,0,10.2,0.6,3,5,Uttar Pradesh,Agra,property_ownership,1
PID-92235,1,0,0,0,1,999,0.2,1,1,Tamil Nadu,Coimbatore,money_loan,0
PID-42783,1,0,1,0,0,999,0.2,1,1,Telangana,Nizamabad,property_boundary,0
PID-90486,3,0,0,0,1,77.0,0.4,1,1,Delhi,Central Delhi,family_inheritance,0
PID-13365,7,0,0,0,1,16.7,0.8,2,4,Rajasthan,Jodhpur,consumer,1
PID-92066,1,0,0,0,0,999,0.2,1,1,Gujarat,Surat,money_loan,0
PID-30948,6,2,1,0,1,9.2,0.8,4,6,Rajasthan,Kota,property_ownership,1
PID-40827,5,1,0,1,0,5.5,0.8,3,5,Delhi,West Delhi,rent_tenancy,1
PID-46517,3,0,1,0,0,13.5,0.4,2,3,Rajasthan,Udaipur,property_ownership,1
PID-32935,3,0,0,0,1,5.5,0.6,3,3,Punjab,Jalandhar,consumer,1
PID-21387,3,1,0,0,0,62.5,0.6,1,1,Rajasthan,Kota,property_boundary,0
PID-96414,3,1,0,0,1,52.5,0.6,1,2,Tamil Nadu,Tiruchirappalli,rent_tenancy,0
PID-76514,3,0,0,0,1,49.5,0.4,1,2,Kerala,Kannur,property_boundary,0
PID-79606,2,0,0,1,0,80.0,0.4,1,1,Uttar Pradesh,Kanpur,other_civil,0
PID-66513,8,2,0,0,1,15.1,1.0,1,3,Bihar,Patna,rent_tenancy,1
PID-30497,2,0,0,1,0,81.0,0.4,1,1,Madhya Pradesh,Gwalior,neighbourhood,0
PID-24068,6,1,1,0,0,6.2,0.8,1,6,Rajasthan,Kota,rent_tenancy,1
PID-76903,5,1,1,1,0,11.0,0.6,1,3,West Bengal,Durgapur,rent_tenancy,1
PID-49035,2,0,0,0,0,84.0,0.4,1,1,Punjab,Amritsar,employment,0
PID-13030,6,2,0,1,0,15.4,0.8,1,2,Karnataka,Mysuru,property_boundary,1
PID-58241,7,1,0,0,1,10.3,0.8,1,4,Delhi,South Delhi,property_ownership,1
PID-80519,3,0,0,0,0,40.0,0.4,1,2,Rajasthan,Udaipur,family_inheritance,0
PID-64398,2,0,0,0,1,55.0,0.4,1,1,Telangana,Hyderabad,consumer,0
PID-17598,3,1,0,0,0,48.5,0.6,1,1,Uttar Pradesh,Agra,rent_tenancy,0
PID-84853,3,0,0,0,0,34.5,0.6,1,1,Telangana,Hyderabad,property_boundary,0
PID-57283,1,0,0,1,0,999,0.2,1,1,Karnataka,Mysuru,consumer,0
PID-45735,7,1,0,2,0,13.0,0.8,2,4,Karnataka,Mangaluru,rent_tenancy,1
PID-95244,3,1,0,0,0,54.5,0.6,1,1,Gujarat,Ahmedabad,property_ownership,0
PID-67894,3,0,1,0,0,38.5,0.6,1,1,Tamil Nadu,Coimbatore,rent_tenancy,0
PID-33903,2,0,0,0,0,90.0,0.4,1,1,Kerala,Thrissur,property_ownership,0
PID-80204,1,0,0,0,0,999,0.2,1,1,Bihar,Muzaffarpur,other_civil,0
PID-23329,4,0,0,1,0,15.7,0.4,1,3,Punjab,Jalandhar,other_civil,1
PID-39451,2,0,0,0,1,48.0,0.4,1,2,Andhra Pradesh,Nellore,property_boundary,0
PID-85228,2,0,0,0,1,31.0,0.4,1,2,Karnataka,Mangaluru,property_ownership,0
PID-84746,3,0,1,0,2,83.0,0.4,1,1,Tamil Nadu,Tiruchirappalli,rent_tenancy,0
PID-15585,3,0,0,1,0,58.0,0.4,1,1,Rajasthan,Ajmer,neighbourhood,0
PID-14064,2,1,0,0,0,89.0,0.4,1,1,Haryana,Karnal,property_boundary,0
PID-68876,3,1,1,0,0,9.0,0.4,1,3,Maharashtra,Thane,property_boundary,1
PID-39528,4,0,1,0,1,12.3,0.6,1,4,Rajasthan,Ajmer,property_ownership,1
PID-59428,7,1,0,0,2,11.7,0.8,1,3,Rajasthan,Udaipur,property_boundary,1
PID-35694,1,0,1,0,0,999,0.2,1,1,Kerala,Kozhikode,property_ownership,0
PID-92917,6,0,0,2,0,15.8,0.8,1,3,Haryana,Ambala,neighbourhood,1
PID-31873,3,1,0,0,1,12.0,0.6,1,3,Kerala,Kozhikode,rent_tenancy,1
PID-71961,3,0,1,1,0,58.0,0.6,1,1,Karnataka,Hubli-Dharwad,rent_tenancy,0
PID-76520,2,1,0,0,0,36.0,0.4,1,2,Delhi,South Delhi,property_ownership,0
PID-86365,1,0,0,0,0,999,0.2,1,1,Karnataka,Bengaluru Urban,family_inheritance,0
PID-59098,4,1,0,0,0,14.0,0.6,2,4,Andhra Pradesh,Visakhapatnam,property_ownership,1
PID-78496,3,0,1,0,0,52.5,0.6,1,2,Maharashtra,Pune,rent_tenancy,0
PID-43858,1,0,1,0,0,999,0.2,1,1,Karnataka,Bengaluru Urban,property_boundary,0
PID-66474,3,0,0,0,0,47.5,0.2,1,1,Gujarat,Ahmedabad,property_ownership,0
PID-24233,2,0,0,1,1,75.0,0.4,1,1,Rajasthan,Udaipur,neighbourhood,0
PID-38013,3,1,0,0,0,61.5,0.6,1,1,Gujarat,Gandhinagar,property_ownership,0
PID-22746,6,1,0,0,1,15.2,0.8,2,4,West Bengal,Durgapur,property_boundary,1
PID-67631,2,0,0,0,0,80.0,0.2,1,1,Rajasthan,Jaipur,employment,0
PID-76224,5,3,1,1,0,8.8,0.4,1,5,Haryana,Ambala,property_boundary,1
PID-67519,1,0,0,0,0,999,0.2,1,1,West Bengal,Asansol,consumer,0
PID-79734,2,1,1,0,0,43.0,0.4,1,1,Rajasthan,Udaipur,rent_tenancy,0
